MM-DD HH:MM (UTC),2021,2022,2023,2024
03-16 01:00,136.99,114.87,82.92,54.5
03-16 02:00,124.22,119.84,87.13,56.59
03-16 03:00,136.78,126.45,94.57,56.48
03-16 04:00,182.61,124.59,99.84,57.64
03-16 05:00,183.33,130.33,105.62,57.14
03-16 06:00,243.68,150.71,134.04,54.94
03-16 07:00,249.36,126.4,133.73,52.53
03-16 08:00,192.86,114.31,129.23,52.22
03-16 09:00,143.18,121.79,130.7,49.91
03-16 10:00,132.05,122.93,125.02,48.84
03-16 11:00,122.31,99.9,124.75,48.01
03-16 12:00,121.95,102.98,121.27,44.22
03-16 13:00,129.62,92.99,119.2,42.84
03-16 14:00,120.22,99.61,111.78,39.53
03-16 15:00,132.11,111.92,85.17,57.24
03-16 16:00,172.19,141.62,76.42,63.56
03-16 17:00,264.19,122.04,73.68,63.24
03-16 18:00,147.85,119.38,74.08,64.88
03-16 19:00,130.37,80.8,83.61,67.05
03-16 20:00,149.92,77.41,83.81,66.85
03-16 21:00,134.5,62.94,81.94,55.45
03-16 22:00,119.55,61.06,70.74,47.11
03-16 23:00,114.92,56.58,78.67,42.03
03-17 00:00,122.23,57.97,81.72,26.14
03-17 01:00,135.6,57.34,81.93,25.6
03-17 02:00,131.13,55.68,82.94,28.88
03-17 03:00,141.24,56.7,83.6,37.93
03-17 04:00,197.41,52.9,81.03,58.47
03-17 05:00,204.8,52.26,79.21,80.93
03-17 06:00,298.88,69.0,73.54,77.92
03-17 07:00,272.78,75.89,77.23,76.67
03-17 08:00,193.45,65.15,71.68,95.93
03-17 09:00,137.84,56.52,69.56,119.03
03-17 10:00,121.8,60.15,69.92,134.86
03-17 11:00,116.31,56.4,69.41,131.34
03-17 12:00,101.43,56.53,56.37,120.82
03-17 13:00,102.29,60.89,58.97,118.56
03-17 14:00,112.16,55.54,61.33,86.26
03-17 15:00,121.11,68.11,64.27,91.32
03-17 16:00,115.04,67.66,75.84,103.29
03-17 17:00,137.82,86.3,82.58,110.32
03-17 18:00,139.75,91.61,87.7,98.49
03-17 19:00,133.97,84.69,83.52,101.99
03-17 20:00,120.02,74.85,78.99,94.64
03-17 21:00,112.57,74.82,79.74,92.66
03-17 22:00,117.16,71.53,82.39,99.65
03-17 23:00,107.01,64.33,78.56,98.8
03-18 00:00,116.9,75.48,74.85,95.67
03-18 01:00,110.69,73.63,76.81,90.79
03-18 02:00,119.61,79.05,76.56,88.1
03-18 03:00,123.35,92.92,78.2,93.52
03-18 04:00,162.22,85.98,82.04,99.5
03-18 05:00,121.84,95.47,95.45,101.7
03-18 06:00,121.27,105.31,96.58,95.05
03-18 07:00,126.02,94.61,89.65,91.79
03-18 08:00,150.86,97.97,90.62,85.82
03-18 09:00,159.58,106.2,92.21,84.65
03-18 10:00,118.12,101.3,89.66,89.35
03-18 11:00,107.06,113.82,83.8,88.95
03-18 12:00,93.63,95.17,85.28,80.09
03-18 13:00,89.91,80.96,108.7,77.32
03-18 14:00,81.85,73.41,94.13,89.56
03-18 15:00,96.05,90.28,104.95,89.07
03-18 16:00,109.09,95.9,113.49,92.08
03-18 17:00,133.38,90.27,121.35,94.46
03-18 18:00,147.69,94.82,118.51,107.86
03-18 19:00,131.84,96.62,118.18,110.04
03-18 20:00,131.71,85.71,126.87,100.96
03-18 21:00,127.3,75.64,125.1,97.47
03-18 22:00,137.62,68.78,123.58,95.08
03-18 23:00,146.62,68.78,113.93,91.69
03-19 00:00,134.69,73.35,108.49,87.29
03-19 01:00,133.28,69.64,106.48,87.75
03-19 02:00,136.89,69.52,104.28,86.3
03-19 03:00,145.02,67.48,102.52,88.56
03-19 04:00,162.3,67.76,105.65,96.32
03-19 05:00,217.39,72.43,106.15,84.5
03-19 06:00,244.81,72.22,107.72,85.93
03-19 07:00,250.52,66.43,101.68,84.76
03-19 08:00,236.58,64.62,98.36,74.85
03-19 09:00,203.85,55.32,95.5,68.17
03-19 10:00,204.45,55.98,94.74,66.94
03-19 11:00,167.17,54.06,92.13,85.68
03-19 12:00,147.26,48.46,92.11,90.34
03-19 13:00,162.99,43.37,87.13,74.24
03-19 14:00,121.47,45.62,85.6,72.5
03-19 15:00,165.32,69.97,95.03,88.66
03-19 16:00,206.56,83.84,121.25,91.43
03-19 17:00,267.81,102.66,122.44,87.69
03-19 18:00,201.07,92.08,115.67,98.32
03-19 19:00,112.92,69.69,113.06,85.87
03-19 20:00,121.08,51.48,112.98,78.99
03-19 21:00,121.1,50.54,117.23,70.83
03-19 22:00,125.09,55.45,112.02,70.31
03-19 23:00,127.92,56.31,100.72,66.97
03-20 00:00,109.74,62.96,85.83,69.55
03-20 01:00,115.93,60.08,85.83,71.94
03-20 02:00,107.37,62.65,83.55,80.88
03-20 03:00,116.18,61.23,79.06,82.33
03-20 04:00,133.62,72.99,80.91,84.89
03-20 05:00,174.04,74.4,77.29,91.02
03-20 06:00,219.25,103.56,77.45,98.28
03-20 07:00,173.05,136.47,72.47,90.35
03-20 08:00,148.69,119.61,73.99,114.01
03-20 09:00,133.7,102.19,80.85,105.24
03-20 10:00,133.84,94.49,89.85,128.71
03-20 11:00,129.37,94.38,88.41,178.55
03-20 12:00,142.28,91.95,84.53,185.76
03-20 13:00,152.39,90.37,81.75,186.21
03-20 14:00,143.8,91.63,80.02,165.81
03-20 15:00,141.17,76.93,81.29,102.99
03-20 16:00,133.15,57.62,79.52,129.07
03-20 17:00,144.88,52.96,82.28,138.6
03-20 18:00,137.68,57.32,83.2,139.47
03-20 19:00,130.87,56.45,85.31,123.02
03-20 20:00,141.93,53.62,88.59,130.2
03-20 21:00,127.94,52.18,96.6,123.04
03-20 22:00,127.93,55.19,96.65,108.59
03-20 23:00,124.16,47.06,91.59,102.99
03-21 00:00,113.34,54.21,84.99,90.02
03-21 01:00,115.37,56.51,85.3,88.34
03-21 02:00,115.8,60.52,91.74,89.37
03-21 03:00,112.93,49.79,95.65,87.07
03-21 04:00,102.13,57.39,100.47,98.3
03-21 05:00,113.23,72.39,102.73,92.23
03-21 06:00,132.08,112.51,117.92,93.51
03-21 07:00,119.63,116.27,123.24,132.2
03-21 08:00,113.23,69.85,120.9,133.3
03-21 09:00,114.81,59.13,102.95,118.49
03-21 10:00,120.31,54.23,83.72,100.34
03-21 11:00,115.98,52.21,78.25,88.05
03-21 12:00,115.06,52.52,74.15,96.95
03-21 13:00,112.71,55.98,84.5,80.53
03-21 14:00,135.33,57.52,87.3,82.95
03-21 15:00,166.59,69.73,85.8,86.5
03-21 16:00,187.8,105.84,86.46,113.87
03-21 17:00,192.26,100.55,79.11,114.04
03-21 18:00,178.91,104.42,81.05,98.33
03-21 19:00,182.28,100.16,85.6,86.78
03-21 20:00,172.06,100.73,73.23,80.28
03-21 21:00,166.58,91.9,62.07,78.07
03-21 22:00,196.72,73.86,62.49,77.56
03-21 23:00,133.08,70.47,55.96,65.67
03-22 00:00,141.65,66.28,53.39,60.19
03-22 01:00,126.33,70.42,62.2,62.83
03-22 02:00,117.13,74.83,58.46,61.11
03-22 03:00,109.67,73.82,62.97,61.96
03-22 04:00,119.63,77.21,60.84,58.59
03-22 05:00,109.57,94.22,63.38,63.47
03-22 06:00,112.52,95.45,58.23,60.59
03-22 07:00,105.82,136.01,58.85,65.43
03-22 08:00,112.8,145.61,60.52,63.75
03-22 09:00,105.67,105.01,87.35,52.63
03-22 10:00,81.19,82.04,91.35,73.19
03-22 11:00,72.11,81.54,91.1,52.33
03-22 12:00,81.26,96.43,88.04,50.67
03-22 13:00,104.05,112.26,82.79,50.97
03-22 14:00,115.21,102.99,58.12,56.37
03-22 15:00,95.06,143.15,63.56,71.38
03-22 16:00,120.49,148.4,53.58,64.03
03-22 17:00,117.18,176.91,48.99,55.75
03-22 18:00,112.25,147.43,49.81,54.09
03-22 19:00,125.55,130.13,47.51,52.66
03-22 20:00,137.5,144.09,49.59,54.38
03-22 21:00,138.83,145.6,51.49,57.03
03-22 22:00,129.4,131.6,46.98,56.08
03-22 23:00,132.82,104.83,43.25,55.97
03-23 00:00,124.65,99.16,41.38,54.62
03-23 01:00,118.32,98.32,40.73,59.46
03-23 02:00,109.55,95.32,38.25,59.83
03-23 03:00,125.28,91.3,37.27,62.89
03-23 04:00,149.53,91.84,49.98,59.42
03-23 05:00,145.55,102.69,43.87,64.13
03-23 06:00,102.75,105.72,48.92,61.07
03-23 07:00,95.5,124.09,55.92,79.94
03-23 08:00,100.33,107.7,49.3,79.41
03-23 09:00,95.0,111.09,54.81,82.35
03-23 10:00,99.76,96.78,65.19,65.71
03-23 11:00,101.14,80.18,58.56,59.0
03-23 12:00,104.96,80.35,53.21,59.82
03-23 13:00,95.73,84.48,51.0,58.54
03-23 14:00,99.77,86.68,45.71,60.76
03-23 15:00,117.67,100.76,47.23,77.25
03-23 16:00,117.99,142.21,55.37,97.74
03-23 17:00,114.72,140.49,57.46,66.0
03-23 18:00,124.62,143.21,58.92,60.71
03-23 19:00,138.76,113.75,63.22,63.11
03-23 20:00,145.56,116.98,60.52,83.58
03-23 21:00,126.83,131.03,60.01,82.38
03-23 22:00,130.2,112.7,60.66,88.6
03-23 23:00,127.33,110.04,55.14,84.29
03-24 00:00,154.31,114.65,53.34,85.23
03-24 01:00,157.44,114.92,57.85,86.49
03-24 02:00,171.89,99.92,68.96,87.02
03-24 03:00,159.4,93.54,78.48,86.62
03-24 04:00,150.64,98.25,81.1,86.76
03-24 05:00,145.03,100.61,65.09,87.8
03-24 06:00,152.82,112.96,57.63,89.68
03-24 07:00,170.7,131.48,55.94,87.17
03-24 08:00,152.86,143.04,62.85,84.75
03-24 09:00,148.67,108.91,56.78,85.01
03-24 10:00,150.43,97.13,49.97,89.18
03-24 11:00,141.93,90.17,45.75,94.62
03-24 12:00,144.99,83.43,39.08,100.91
03-24 13:00,156.84,86.56,38.95,100.96
03-24 14:00,147.77,97.2,41.95,102.91
03-24 15:00,159.89,105.98,49.64,119.53
03-24 16:00,156.08,106.46,46.47,148.23
03-24 17:00,153.21,112.92,47.52,103.58
03-24 18:00,133.42,107.71,56.5,82.22
03-24 19:00,135.15,105.97,58.65,92.25
03-24 20:00,135.65,107.82,60.66,85.12
03-24 21:00,134.18,109.3,68.08,90.45
03-24 22:00,113.73,110.89,97.12,85.76
03-24 23:00,98.49,82.17,110.04,115.82
03-25 00:00,98.82,78.65,82.86,143.63
03-25 01:00,111.1,76.13,77.42,124.24
03-25 02:00,116.2,79.79,77.91,110.34
03-25 03:00,111.34,80.49,76.29,134.22
03-25 04:00,102.23,92.37,76.73,156.16
03-25 05:00,115.46,100.19,76.3,165.57
03-25 06:00,100.62,106.36,96.1,167.62
03-25 07:00,134.0,115.39,93.91,200.28
03-25 08:00,129.94,100.44,89.44,199.12
03-25 09:00,143.66,81.6,90.58,173.59
03-25 10:00,108.98,78.79,87.0,166.3
03-25 11:00,95.7,70.64,91.94,169.97
03-25 12:00,105.74,64.92,94.98,166.71
03-25 13:00,120.49,62.51,98.8,162.66
03-25 14:00,131.34,60.65,99.8,157.13
03-25 15:00,126.75,59.44,99.93,137.39
03-25 16:00,127.52,59.87,94.34,127.57
03-25 17:00,158.45,64.03,65.79,106.01
03-25 18:00,129.13,64.78,64.08,105.8
03-25 19:00,131.38,57.42,67.97,120.11
03-25 20:00,124.25,54.29,65.85,132.94
03-25 21:00,127.05,53.01,74.68,114.63
03-25 22:00,139.15,47.97,103.05,100.21
03-25 23:00,123.89,39.3,124.3,100.36
03-26 00:00,132.04,40.25,95.52,104.85
03-26 01:00,145.29,40.76,98.27,101.87
03-26 02:00,155.38,40.4,76.01,94.8
03-26 03:00,148.16,41.61,85.6,88.72
03-26 04:00,120.12,41.65,91.52,108.2
03-26 05:00,94.97,42.93,86.72,112.73
03-26 06:00,119.64,44.91,74.27,121.98
03-26 07:00,142.97,55.07,73.15,174.95
03-26 08:00,129.2,65.82,68.56,131.68
03-26 09:00,124.91,67.14,68.34,132.88
03-26 10:00,147.26,87.29,64.79,111.7
03-26 11:00,142.53,86.11,96.23,93.56
03-26 12:00,134.85,73.18,114.81,84.81
03-26 13:00,100.19,86.65,107.08,86.58
03-26 14:00,85.25,103.36,102.71,80.87
03-26 15:00,83.48,136.5,66.66,86.61
03-26 16:00,114.27,93.1,98.3,91.0
03-26 17:00,121.0,94.73,106.77,81.26
03-26 18:00,111.61,122.18,104.98,75.76
03-26 19:00,125.32,147.55,91.7,76.64
03-26 20:00,153.69,112.26,78.25,82.35
03-26 21:00,140.92,135.96,77.09,83.66
03-26 22:00,135.02,145.78,76.2,72.73
03-26 23:00,165.52,103.35,58.1,65.44
03-27 00:00,151.82,86.67,55.07,64.69
03-27 01:00,120.47,87.18,54.33,66.11
03-27 02:00,121.71,79.17,56.87,65.14
03-27 03:00,121.95,78.21,61.28,65.97
03-27 04:00,117.46,84.22,92.02,65.74
03-27 05:00,123.95,93.9,102.71,71.81
03-27 06:00,142.91,81.91,114.0,64.99
03-27 07:00,175.03,76.5,109.27,66.85
03-27 08:00,160.38,70.36,95.55,76.91
03-27 09:00,153.7,79.33,83.76,76.5
03-27 10:00,155.85,61.78,67.71,83.69
03-27 11:00,160.37,51.93,65.11,79.12
03-27 12:00,163.19,45.64,85.66,63.81
03-27 13:00,152.02,41.98,60.58,60.84
03-27 14:00,147.1,45.88,56.58,76.39
03-27 15:00,150.65,56.86,61.46,74.03
03-27 16:00,143.25,68.4,55.97,85.88
03-27 17:00,136.17,59.96,59.77,93.43
03-27 18:00,136.22,61.04,63.72,94.76
03-27 19:00,133.23,58.69,75.54,97.29
03-27 20:00,104.07,57.79,79.53,104.55
03-27 21:00,98.28,52.41,63.71,101.28
03-27 22:00,105.93,44.28,47.31,94.76
03-27 23:00,101.64,45.05,49.32,88.09
03-28 00:00,98.83,44.92,46.54,89.29
03-28 01:00,103.37,41.96,46.1,90.53
03-28 02:00,93.55,36.32,46.53,82.32
03-28 03:00,92.72,36.82,51.13,81.56
03-28 04:00,93.67,42.55,48.94,79.17
03-28 05:00,104.1,46.7,67.17,76.32
03-28 06:00,99.03,68.51,97.72,75.61
03-28 07:00,113.11,52.39,89.7,76.9
03-28 08:00,153.62,51.84,80.37,68.56
03-28 09:00,131.72,46.5,58.9,74.34
03-28 10:00,129.77,32.29,49.33,110.64
03-28 11:00,136.2,25.7,39.25,108.42
03-28 12:00,136.82,23.48,35.09,127.29
03-28 13:00,142.61,25.02,35.24,122.28
03-28 14:00,145.67,27.18,42.01,95.53
03-28 15:00,143.19,40.45,52.27,107.61
03-28 16:00,152.55,46.15,62.7,98.79
03-28 17:00,151.05,46.14,77.43,78.33
03-28 18:00,142.16,50.49,103.92,69.97
03-28 19:00,124.66,50.52,93.04,64.66
03-28 20:00,122.5,50.16,77.33,61.42
03-28 21:00,112.28,49.66,94.84,57.23
03-28 22:00,112.37,48.15,95.7,59.08
03-28 23:00,149.56,49.89,86.49,68.51
03-29 00:00,130.89,50.54,74.21,52.45
03-29 01:00,140.69,54.25,67.85,54.79
03-29 02:00,132.98,60.32,69.46,59.29
03-29 03:00,162.5,73.69,70.1,59.72
03-29 04:00,169.0,98.7,83.35,59.97
03-29 05:00,175.7,121.17,122.21,59.48
03-29 06:00,149.62,122.78,131.27,62.24
03-29 07:00,136.95,135.28,120.4,64.15
03-29 08:00,123.8,116.85,111.76,71.42
03-29 09:00,134.15,129.72,113.52,65.57
03-29 10:00,145.3,136.25,97.64,68.29
03-29 11:00,173.46,133.49,86.29,84.92
03-29 12:00,167.32,138.53,97.13,100.86
03-29 13:00,169.98,134.73,83.6,119.44
03-29 14:00,167.62,114.04,86.13,122.26
03-29 15:00,112.49,113.02,122.64,76.99
03-29 16:00,120.81,124.84,134.11,82.03
03-29 17:00,111.7,130.18,101.65,93.96
03-29 18:00,118.63,122.86,94.54,110.64
03-29 19:00,131.36,113.5,92.45,114.4
03-29 20:00,113.47,113.73,91.29,101.96
03-29 21:00,117.76,114.54,86.03,98.75
03-29 22:00,112.78,108.22,82.55,111.31
03-29 23:00,114.02,156.2,78.88,96.79
03-30 00:00,106.87,154.37,78.6,89.92
03-30 01:00,106.04,143.28,75.97,100.12
03-30 02:00,96.55,160.39,87.81,96.86
03-30 03:00,118.4,127.03,97.64,91.06
03-30 04:00,125.91,147.42,125.99,84.68
03-30 05:00,125.85,197.44,113.8,87.41
03-30 06:00,139.59,193.54,100.69,83.45
03-30 07:00,137.02,189.99,88.29,89.47
03-30 08:00,124.98,136.96,86.71,93.31
03-30 09:00,103.67,111.24,90.32,91.48
03-30 10:00,99.55,101.31,88.1,92.34
03-30 11:00,107.43,98.31,99.48,87.75
03-30 12:00,104.29,101.52,96.03,85.77
03-30 13:00,113.77,103.56,93.51,78.66
03-30 14:00,102.62,93.67,97.16,82.53
03-30 15:00,104.96,95.51,93.47,71.86
03-30 16:00,119.03,100.52,86.46,82.2
03-30 17:00,134.39,96.93,77.82,85.48
03-30 18:00,157.01,88.6,75.76,87.44
03-30 19:00,163.86,80.68,54.5,86.17
03-30 20:00,144.46,74.0,51.15,88.45
03-30 21:00,126.05,74.19,57.9,89.13
03-30 22:00,102.87,61.98,60.18,86.86
03-30 23:00,92.52,61.02,64.55,73.82
03-31 00:00,94.64,59.83,68.55,75.38
03-31 01:00,84.37,60.84,70.55,72.8
03-31 02:00,79.85,61.83,67.98,75.94
03-31 03:00,72.72,77.67,64.68,79.69
03-31 04:00,118.22,105.46,69.09,92.25
03-31 05:00,123.74,116.29,117.32,123.92
03-31 06:00,123.95,107.14,132.89,137.92
03-31 07:00,162.78,96.44,127.28,143.99
03-31 08:00,180.07,74.83,122.43,134.96
03-31 09:00,108.74,57.72,139.13,145.54
03-31 10:00,86.6,66.92,91.75,143.85
03-31 11:00,79.54,63.32,87.6,148.82
03-31 12:00,83.14,65.52,81.21,157.64
03-31 13:00,89.64,69.02,94.85,152.39
03-31 14:00,96.49,79.9,96.56,149.78
03-31 15:00,93.34,110.57,88.97,149.05
03-31 16:00,174.57,137.48,84.56,111.24
03-31 17:00,141.68,91.39,75.68,103.65
03-31 18:00,97.49,85.31,69.17,110.18
03-31 19:00,90.71,85.87,64.94,106.13
03-31 20:00,80.53,183.17,63.4,95.63
03-31 21:00,82.06,196.41,65.74,102.66
03-31 22:00,130.79,118.48,63.98,88.61
03-31 23:00,161.28,86.91,63.46,72.8
04-01 00:00,113.31,90.43,61.3,54.31
04-01 01:00,107.83,89.26,60.3,59.11
04-01 02:00,107.33,92.03,62.14,57.47
04-01 03:00,124.31,91.06,66.22,52.21
04-01 04:00,124.91,108.05,66.83,66.31
04-01 05:00,135.71,128.62,66.87,86.78
04-01 06:00,175.04,130.65,73.69,83.97
04-01 07:00,153.27,89.96,79.19,73.17
04-01 08:00,136.99,58.25,73.66,102.71
04-01 09:00,129.12,55.55,77.36,110.49
04-01 10:00,160.84,48.15,75.59,109.89
04-01 11:00,143.84,44.84,71.36,108.44
04-01 12:00,142.82,45.43,66.18,96.07
04-01 13:00,147.86,50.05,66.89,71.95
04-01 14:00,116.38,47.65,70.46,52.63
04-01 15:00,93.1,51.52,58.25,40.12
04-01 16:00,110.47,55.97,59.58,41.77
04-01 17:00,104.26,63.01,57.09,45.38
04-01 18:00,111.88,62.46,58.36,40.52
04-01 19:00,103.64,69.68,61.26,43.0
04-01 20:00,121.56,67.36,59.54,44.16
04-01 21:00,121.43,68.38,59.61,48.29
04-01 22:00,108.29,62.48,55.63,52.28
04-01 23:00,104.46,64.22,55.63,45.92
04-02 00:00,105.63,61.6,55.99,48.97
04-02 01:00,113.45,63.76,56.3,52.48
04-02 02:00,121.7,64.0,56.02,59.76
04-02 03:00,134.61,62.89,57.7,39.39
04-02 04:00,137.01,65.99,59.1,43.92
04-02 05:00,138.57,71.94,60.59,55.95
04-02 06:00,158.17,78.62,60.04,55.02
04-02 07:00,146.55,67.96,58.17,74.7
04-02 08:00,121.47,61.49,58.26,100.36
04-02 09:00,100.86,62.67,59.07,93.62
04-02 10:00,107.21,58.63,67.18,93.05
04-02 11:00,117.1,65.36,101.24,94.06
04-02 12:00,107.2,64.45,87.24,94.82
04-02 13:00,136.71,68.75,101.54,94.06
04-02 14:00,150.53,77.42,100.82,98.55
04-02 15:00,195.63,70.69,75.77,112.5
04-02 16:00,147.98,77.9,64.54,88.56
04-02 17:00,148.35,83.16,76.6,99.03
04-02 18:00,145.98,109.87,77.55,104.17
04-02 19:00,151.5,78.62,87.0,101.76
04-02 20:00,153.36,85.42,87.29,106.62
04-02 21:00,116.23,91.7,85.56,105.38
04-02 22:00,118.0,102.03,86.08,94.64
04-02 23:00,129.07,97.0,86.12,98.13
04-03 00:00,110.03,88.15,82.65,99.38
04-03 01:00,118.2,86.09,79.56,86.26
04-03 02:00,135.66,87.75,81.64,78.16
04-03 03:00,155.56,99.5,89.72,93.85
04-03 04:00,149.44,112.58,98.72,119.55
04-03 05:00,148.04,82.19,103.36,137.29
04-03 06:00,125.01,86.52,129.84,133.61
04-03 07:00,102.88,84.21,85.16,124.31
04-03 08:00,111.45,67.99,100.61,116.64
04-03 09:00,125.78,58.17,72.77,115.37
04-03 10:00,157.01,49.13,69.25,114.56
04-03 11:00,145.68,40.81,66.93,109.94
04-03 12:00,139.77,31.49,68.3,113.02
04-03 13:00,137.89,28.16,67.94,109.46
04-03 14:00,129.54,28.96,72.26,114.08
04-03 15:00,139.08,36.7,81.21,140.06
04-03 16:00,115.56,35.74,87.64,163.28
04-03 17:00,111.51,35.51,91.36,149.32
04-03 18:00,112.82,37.72,87.99,122.62
04-03 19:00,103.63,45.93,93.1,87.35
04-03 20:00,87.53,42.14,92.05,63.93
04-03 21:00,80.46,41.14,92.48,76.58
04-03 22:00,73.27,45.13,87.86,68.46
04-03 23:00,92.94,57.12,85.31,60.82
04-04 00:00,98.01,47.16,82.18,58.26
04-04 01:00,89.51,46.1,91.22,58.48
04-04 02:00,87.99,66.11,97.02,62.65
04-04 03:00,76.84,74.19,96.6,76.11
04-04 04:00,90.06,87.44,91.72,88.61
04-04 05:00,113.28,80.24,92.21,107.58
04-04 06:00,107.85,96.81,111.57,101.83
04-04 07:00,96.06,105.61,96.74,108.24
04-04 08:00,117.59,106.27,69.58,97.24
04-04 09:00,109.97,99.34,50.44,100.98
04-04 10:00,86.38,98.87,44.98,94.82
04-04 11:00,111.37,98.6,47.76,124.38
04-04 12:00,144.8,96.91,56.93,143.23
04-04 13:00,145.77,98.0,53.71,145.59
04-04 14:00,145.26,84.32,50.17,129.11
04-04 15:00,118.14,65.02,56.59,110.7
04-04 16:00,116.36,63.41,71.56,97.87
04-04 17:00,122.44,55.13,61.17,86.52
04-04 18:00,128.31,43.96,63.16,93.86
04-04 19:00,128.87,37.77,72.72,92.6
04-04 20:00,126.66,36.25,74.56,94.83
04-04 21:00,143.21,31.88,80.94,88.12
04-04 22:00,141.08,29.01,74.16,76.81
04-04 23:00,143.8,32.84,71.85,76.83
04-05 00:00,149.64,31.77,77.14,78.39
04-05 01:00,148.67,34.47,86.43,70.25
04-05 02:00,151.8,36.82,76.99,73.22
04-05 03:00,150.88,43.82,90.84,86.99
04-05 04:00,128.96,47.48,90.15,85.42
04-05 05:00,131.45,49.83,94.68,94.71
04-05 06:00,139.17,48.74,117.95,88.54
04-05 07:00,141.64,49.24,96.26,97.02
04-05 08:00,136.02,49.91,93.13,125.9
04-05 09:00,126.96,43.72,77.41,139.8
04-05 10:00,119.86,40.4,80.61,123.42
04-05 11:00,124.1,41.28,78.34,118.72
04-05 12:00,127.57,44.78,82.9,110.07
04-05 13:00,126.87,43.37,82.46,114.81
04-05 14:00,123.12,49.98,84.01,124.08
04-05 15:00,119.12,54.29,95.04,116.02
04-05 16:00,124.21,58.87,92.4,89.73
04-05 17:00,160.82,65.58,101.46,70.41
04-05 18:00,156.87,68.67,108.39,73.39
04-05 19:00,133.28,73.08,98.17,88.7
04-05 20:00,125.56,97.94,99.13,85.47
04-05 21:00,142.13,73.97,95.73,98.04
04-05 22:00,154.52,74.62,80.83,86.32
04-05 23:00,159.16,77.1,78.13,92.73
04-06 00:00,162.21,81.86,81.58,92.7
04-06 01:00,157.21,84.8,74.38,84.11
04-06 02:00,153.91,89.96,69.78,75.28
04-06 03:00,122.7,87.61,76.32,74.81
04-06 04:00,143.97,174.29,90.24,68.5
04-06 05:00,156.27,258.86,93.35,61.21
04-06 06:00,152.12,209.55,95.67,76.3
04-06 07:00,151.64,161.85,92.28,92.34
04-06 08:00,144.9,130.95,91.75,101.23
04-06 09:00,139.86,118.1,95.47,98.22
04-06 10:00,139.53,106.43,81.52,99.54
04-06 11:00,131.97,92.92,73.38,99.63
04-06 12:00,134.14,91.62,79.02,102.14
04-06 13:00,143.72,93.52,66.43,102.84
04-06 14:00,144.46,100.81,61.07,110.98
04-06 15:00,146.72,118.23,59.4,117.97
04-06 16:00,119.39,135.97,60.76,81.5
04-06 17:00,129.08,102.62,65.47,61.74
04-06 18:00,125.8,114.16,82.25,45.64
04-06 19:00,133.02,97.43,69.05,42.14
04-06 20:00,128.79,64.68,61.14,44.28
04-06 21:00,129.44,61.43,58.14,35.26
04-06 22:00,120.01,52.42,58.92,35.6
04-06 23:00,107.32,50.0,66.35,54.92
04-07 00:00,116.4,59.33,65.65,68.93
04-07 01:00,136.51,57.2,67.56,62.01
04-07 02:00,124.42,97.41,69.88,59.66
04-07 03:00,118.97,112.79,80.24,58.87
04-07 04:00,151.28,131.08,85.01,52.75
04-07 05:00,151.08,126.06,80.54,42.26
04-07 06:00,145.93,123.94,78.56,48.15
04-07 07:00,134.59,111.6,75.81,64.78
04-07 08:00,135.11,107.82,64.23,72.3
04-07 09:00,125.96,102.61,66.28,98.21
04-07 10:00,118.71,105.9,63.19,85.64
04-07 11:00,118.49,107.98,68.88,81.13
04-07 12:00,120.66,103.19,69.47,86.03
04-07 13:00,126.83,106.13,67.93,92.84
04-07 14:00,123.25,112.18,69.39,98.11
04-07 15:00,117.71,110.3,81.5,49.34
04-07 16:00,130.65,90.95,86.12,60.4
04-07 17:00,152.31,55.96,84.74,82.56
04-07 18:00,132.72,47.15,82.22,86.42
04-07 19:00,147.41,50.14,82.42,83.61
04-07 20:00,180.08,52.85,77.0,80.9
04-07 21:00,174.69,54.24,71.72,81.68
04-07 22:00,128.41,59.2,57.93,76.32
04-07 23:00,125.93,71.34,53.03,63.53
04-08 00:00,121.33,74.33,48.74,59.7
04-08 01:00,132.37,64.05,50.53,57.5
04-08 02:00,153.16,60.93,68.48,56.6
04-08 03:00,154.66,41.47,77.71,57.35
04-08 04:00,168.98,45.3,79.14,67.19
04-08 05:00,171.18,43.61,80.56,80.05
04-08 06:00,166.72,46.95,71.05,79.16
04-08 07:00,152.26,45.15,68.52,80.95
04-08 08:00,153.43,37.91,64.71,70.16
04-08 09:00,149.92,60.18,57.1,66.44
04-08 10:00,155.77,70.48,48.1,100.37
04-08 11:00,152.83,78.89,42.16,86.71
04-08 12:00,144.86,84.09,44.16,51.58
04-08 13:00,159.95,76.35,49.17,46.89
04-08 14:00,165.66,42.16,51.76,56.4
04-08 15:00,159.31,74.97,58.44,97.25
04-08 16:00,151.5,79.67,74.85,58.2
04-08 17:00,151.77,80.74,73.09,67.69
04-08 18:00,153.46,56.48,77.9,90.51
04-08 19:00,157.93,65.51,76.96,93.5
04-08 20:00,154.87,69.82,76.75,82.6
04-08 21:00,163.53,67.77,76.14,72.77
04-08 22:00,183.67,75.59,76.14,68.83
04-08 23:00,167.78,74.06,86.14,57.41
04-09 00:00,179.6,75.87,90.58,56.85
04-09 01:00,174.16,84.53,88.22,67.54
04-09 02:00,172.08,83.6,87.39,70.75
04-09 03:00,178.91,74.64,83.16,69.36
04-09 04:00,169.88,78.97,82.7,65.1
04-09 05:00,158.91,71.09,80.73,42.16
04-09 06:00,148.15,71.31,80.17,34.53
